,job_application_id,dev_vetting_id,resume_skills,ai_vetted_skills,junior_skills,matched_skills_junior,matched_skills_percent,is_passed
0,3ed701ec-b9e1-4fad-bb6e-c295a5d67833,272868,"ReactJS, NextJS, TypeScript, JavaScript, HTML, CSS, SASS, React Hooks, Redux, Storybook, Microfrontend, ES6, AWS, Python, Linux, Windows, Git, Bitbucket, Jest, Node.js, Express.js, MongoDB, MySQL, Webpack, Babel, VS Code, Jenkins, JIRA, Postman, Azure Boards, GitHub, REST API, Figma, Vite, Context API, JSON, Ant Design, Data Structures, Algorithms, Problem Solving","React: Mid-level | JavaScript: Junior | HTML, CSS: Mid-level",['javascript: junior'],['javascript: junior'],100.0,False
1,d78dad13-fa7d-4bda-b88b-c6bbee242a02,273425,"React.js, JavaScript, HTML, CSS, Axios, React Router DOM, Redux Toolkit, Ant Design, Material-UI, Toastify, useForm, MS Excel, MS Office, Arduino IDE, MySQL, Machine Learning, Regression, Classification, Ensemble Learning, RMSE, MAE","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",100.0,False
2,7dd4bcd7-8d11-4add-bb85-3546700f57e2,277118,"React.js, HTML, CSS, Bootstrap, Python, Java, C, MySQL, MongoDB, Node.js, Problem-solving, Communication, Teamwork","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",66.66666666666666,False
3,b1749232-0c4d-4291-8f5f-e4b8da466bf1,271361,"Java, SQL, PostgreSQL, MySQL, NoSQL, MongoDB, Python, JavaScript, HTML, CSS, React, Next.js, Express.js, Node.js, DaisyUI, Aceternity UI, Tailwind CSS, Git, Docker, Vercel, Netlify, Cloudinary, VS Code, IntelliJ, Eclipse, react-redux, react-router-dom, react-hot-toast, .NET, Flask, REST APIs, Ollama, Socket.io","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",100.0,False
4,8baf3a05-667d-47dd-8248-e33de622b42d,258912,"JavaScript, React, Angular, Next.js, Node.js, TypeScript, GraphQL, Git, Cypress, Playwright, Selenium, MongoDB, MySQL, PL/SQL, Docker, React Native, Expo, Express, Firebase, Puppeteer, Appium, Gatsby.js, Styled Components, CSS Modules, Knex, Apollo, React Hook Form, Redux, Sagas, Formik, Reselect, TypeORM, AirTable, PHP, Ruby, Cucumber, Ag-grid, Plaid API, SCRUM, Google Data Studio, Jira, SOAPUI, Postman, Redux Thunk","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],66.66666666666666,False
5,2cf376f0-8884-461e-a207-88b93d6dd104,273565,"React, HTML, CSS, JavaScript, TypeScript, C#, SQL, EJS, Ajax, Express, Nest.js, jQuery, TypeORM, Sequelize, PostgreSQL, Material UI, Ant Design, Jotai, Firebase, Formik, Yup, Redux, Tailwind CSS, Styled Components, Recharts, ASP.NET Core, Entity Framework, Microsoft SQL Server, Azure DevOps, AWS, CI/CD, LINQ, ASP.NET Framework, Bootstrap, Chakra UI, Git, Axios, Fetch API, Redux Toolkit, JWT, Next.js","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",100.0,False
6,19881c63-3165-44d1-bf9d-ae8bc5a38fad,238682,"React.js, NestJS, ExpressJS, Docker, Next.js, PostgreSQL, Python, MySQL, React Native, Expo, Node.js, Vue.js, MongoDB, PHP, Laravel, Symfony, AdonisJS, Linux, CI/CD Pipelines, JavaScript, HTML, CSS, Tailwind, Bootstrap","React: Junior | JavaScript: Junior | HTML, CSS: Not experienced","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",100.0,False
7,6f5c16dd-b05f-4e95-af66-04acba5a58b4,279946,"Web Development, Database Management, C/C++, Python, HTML, CSS, JavaScript, OpenCV","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",66.66666666666666,False
8,da7cf41c-09e9-4bb6-a357-5f583824df47,255191,"Java, HTML, CSS, JavaScript, C#, C, PHP","React: Not experienced | JavaScript: Not experienced | HTML, CSS: Not experienced",[],[],66.66666666666666,False
9,94a594f6-1d46-44fa-afc6-d5905322e3ed,289989,"Java, JavaScript, TypeScript, MySQL, HTML, CSS, PHP, Python, MongoDB, Mongoose, Object-Oriented Design, Design Patterns, Spring Boot, Express.js, React.js, Node.js, Laravel, Git, GitHub, REST API, Redux, React Native, Context API, Jest, Enzyme, PWA, FastAPI, GraphQL, Web Components, AWS, Terraform, GitLab, CI/CD, Docker, Kubernetes, Redis, Data Structures and Algorithms, Software Engineering, System Design","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],100.0,False
10,0284a9d1-b048-436d-b54a-fa50d09e5912,264428,"JavaScript, TypeScript, React.js, Redux, Node.js, Next.js, HTML, SaaS, CSS, React Testing Library, Redux Saga, Selenium, Cypress, React Final Form, Firebase, Figma, Postman, TestProject, Agile, Scrum","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",100.0,False
11,f11466b4-d39d-46d9-b183-53ab49bd3251,260481,"React.js, React Native, JavaScript, Solidity, Python, Java, C, HTML, Node.js, TensorFlow, Keras, Scikit-learn, RoboFlow, Microsoft Office, Microsoft SQL, Git","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior']",100.0,False
12,4f397c3c-5ec2-4f14-aaa1-95f85879ef04,268952,"C/C++, Java, JavaScript, HTML, CSS, Tailwind, React.js, Node.js, MongoDB, Express.js, PHP, English, Hindi, French","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",100.0,False
13,0d4ff3ad-36ea-4cce-a539-353cbd0090e2,284669,"Java, .NET, SQL, Spring, Spring Boot, J2EE, HTML, CSS, JavaScript, ReactJS, Hibernate, GitHub","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",100.0,False
14,0d912493-a9fc-47b8-81af-59de3b117c13,270436,"HTML, CSS, JavaScript, ES6+, TypeScript, React.js, React Native, Redux, Redux Middlewares, React Query, Next.js, Meteor.js, Node.js, GraphQL, WebSocket, Docker, Amazon Web Services (AWS), Bootstrap, jQuery, Jest, Enzyme, Material UI, Tailwind CSS, MongoDB, Firebase, Schema Design, Pixel Perfect Design, Continuous Integration and Continuous Delivery (CI/CD), Pub Sub, Redis, Web Scraping, Mobile First Design and Development, TagUI, Puppeteer","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],100.0,False
15,971df215-eea8-4a39-8ee1-65f89f39e944,279805,"HTML5, CSS3, Bootstrap, JavaScript, MySQL, MongoDB, Core Java, Manual Testing, Automation Testing, WordPress Design, Responsive Design","React: Junior | JavaScript: Junior | HTML, CSS: Mid-level","['react: junior', 'javascript: junior']",['javascript: junior'],66.66666666666666,False
16,aff58ece-1838-4a46-be3f-717ef65dc3a3,274106,"JavaScript, TypeScript, React.js, Material UI, Vite, Tailwind, Zustand, Redux, HTML, CSS, D3.js, Webpack, Next.js, Headless UI, GitLab, Git, Visx, Figma, QR Scanner, React Table by TanStack, React Router, React Context, Storybook, Flow, Salesforce, Visualforce, GitLab CI/CD, Jenkins, Jest, Immutable.js, Grunt, Gulp, ExtJS, Angular, Babel, ESLint, React-Intl, InVision Studio","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],100.0,False
17,e2c60585-2f00-430d-bb94-036483add7a0,269580,"JavaScript, PHP, Gutenberg, Advanced Custom Fields (ACF), HTML, CSS3, Tailwind CSS, SCSS, React.js, Next.js, Remix, Node.js, Express.js, WordPress, WooCommerce, Twig, Liquid Templating, Git, Version Control, Shopify, LearnDash, MySQL, MongoDB, CI/CD, Command Line, AWS, Amazon S3, Amazon RDS, Kinsta, WP Engine","React: Junior | JavaScript: Mid-level | HTML, CSS: Senior",['react: junior'],['react: junior'],100.0,False
18,6988271a-d96a-484a-a6be-981bfabb8b3a,273041,"C, C++, JavaScript, HTML, CSS, Async JavaScript, APIs, Node.js, REST APIs, Mongoose, CRUD, Auth, Bootstrap, Tailwind CSS, Express.js, React.js, MongoDB, MySQL, VSCode, Postman, Netlify, Git, GitHub","React: Not experienced | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",100.0,False
19,3e744e71-9870-42a1-bf1d-ce7bfdaa90de,268992,"Configuration Management, Software Design, Project Documentation, Software Applications, Code Development, Software Development Life Cycle, Data Management, Database Programming","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",[],0.0,False
20,733c5a09-3d9d-4768-aa3d-e0defc448a89,279517,"Java, C, Python, HTML, CSS, JavaScript, VS Code, Git, GitHub, ReactJS, MongoDB, Bootstrap, TailwindCSS, Data Structures and Algorithms, Problem Solving, Linux, REST API, PostgreSQL, Postman, Firebase","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],100.0,True
21,03ec1f71-8be7-43f2-9f0c-ce7e415b5efb,240880,"HTML, CSS, JavaScript, Vue.js, Nuxt.js, Vuetify, Tailwind CSS, Express.js, Lodash, Next.js, GraphQL, Figma, Docker, CI/CD, Interface Design, Web Development, UI/UX Design, Photoshop, Sketch, Agora","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",66.66666666666666,False
22,9f338e93-9519-42ad-b0f3-d7b5466dc3c8,245281,"TypeScript, JavaScript, HTML, CSS, React, Next.js, Redux, Tailwind CSS, Node.js, Express, MongoDB, Git, GitHub, AWS, EC2, Docker, Figma, Linux, Jest, React Testing Library, WordPress, Puppeteer, Dnd-kit, Shadcn, Gemini AI API, Google Model Viewer, React Fiber, Route 53, LightSail","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",100.0,False
